species,binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,diel
Dicentrarchus_labrax,Dicentrarchus labrax,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,European seabass,NA,NA,NA,NA,1460,730,15,180,NA,NA,acceptable,6600,180,NA,NA,NA,180,NA
Dicerorhinus_sumatrensis,Dicerorhinus sumatrensis,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,Sumatran rhinoceros,1046156.04,NA,420,2784.26,2738,NA,32.8,393.6,NA,NA,acceptable,1260000,393.6,NA,NA,NA,406.8,NA
Diceros_bicornis,Diceros bicornis,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,Black rhinoceros,995940.54,NA,564,2199.16,1826,2254,57,684,NA,NA,acceptable,1100000,588,NA,NA,NA,624,NA
Dicrostonyx_groenlandicus,Dicrostonyx groenlandicus,Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Collared lemming,58.44,57.5,NA,38.61,40,85,3.3,39.6,0.459,56.8,acceptable,66,39.6,55.42,NA,NA,39.6,DIU
Dicrurus_bracteatus,Dicrurus bracteatus,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,Spangled drongo,NA,NA,NA,NA,NA,NA,7.9,94.8,NA,NA,acceptable,NA,NA,82.6,NA,1.8648,94.8,NA
Didelphis_aurita,Didelphis aurita,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Big-eared opossum,1105.88,NA,NA,192.74,170,240,4,48,NA,NA,acceptable,850,48,NA,NA,NA,48,NA
Didelphis_marsupialis,Didelphis marsupialis,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Southern opossum,1134.75,1329,32.4,200.88,178,240,4.2,50.4,3.31,1244.3,acceptable,1530,50.4,1896.333333,NA,5.892866667,41.4,NA
Didelphis_virginiana,Didelphis virginiana,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Virginia opossum,2442.08,2951.5,60,225.55,184,243,6.6,79.2,5.299,2846.6,acceptable,3000,79.2,2797,NA,6.96192,69.6,NOC
Dinodon_rufozonatum,Dinodon rufozonatum,Chordata,Reptilia,Squamata,Colubridae,Dinodon,Red barded snake,NA,NA,NA,NA,NA,NA,13.7,164.4,NA,NA,acceptable,NA,164.4,NA,NA,NA,164.4,NOC
Dinomys_branickii,Dinomys branickii,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,Pacarana,12500,NA,112.8,NA,NA,NA,12.8,153.6,NA,NA,acceptable,12250,153.6,NA,NA,NA,133.2,NOC
Diomedea_antipodensis,Diomedea antipodensis,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Antipodean albatross,NA,NA,NA,NA,3671,NA,30.3,363.6,NA,NA,acceptable,NA,NA,NA,NA,NA,363.6,NA
Diomedea_epomophora,Diomedea epomophora,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Royal albatross,NA,NA,NA,NA,3652,NA,58,696,NA,NA,acceptable,9000,696,NA,NA,NA,696,NA
Diomedea_exulans,Diomedea exulans,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Wandering albatross,NA,NA,NA,NA,3671,NA,50,600,20.3649,8130,acceptable,7046.7,600,8590,NA,29.267,600,NA
Diopsittaca_nobilis,Diopsittaca nobilis,Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,Red-shouldered macaw,NA,NA,NA,NA,NA,NA,22.9,274.8,NA,NA,acceptable,151,274.8,NA,NA,NA,274.8,NA
Diphylla_ecaudata,Diphylla ecaudata,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,Hairy-legged vampire bat,28.11,27.8,NA,NA,NA,NA,8,96,NA,NA,acceptable,28,96,NA,NA,NA,96,NA
Diplodus_annularis,Diplodus annularis,Chordata,Actinopterygii,Perciformes,Sparidae,Diplodus,Annular seabream,NA,NA,NA,NA,730,365,7,84,NA,NA,acceptable,100,84,NA,NA,NA,84,NA
Diplodus_sargus,Diplodus sargus,Chordata,Actinopterygii,Perciformes,Sparidae,Diplodus,White seabream,NA,NA,NA,NA,NA,NA,21,252,NA,NA,acceptable,1000,252,NA,NA,NA,252,NA
Diploglossus_monotropis,Diploglossus monotropis,Chordata,Reptilia,Squamata,Anguidae,Diploglossus,Galliwasp,NA,NA,NA,NA,NA,NA,12.3,147.6,NA,NA,acceptable,NA,147.6,NA,NA,NA,147.6,NA
Dipodillus_campestris,Dipodillus campestris,Chordata,Mammalia,Rodentia,Muridae,Dipodillus,North African gerbil,27.58,NA,NA,NA,NA,NA,7.3,87.6,NA,NA,acceptable,28.4,87.6,NA,NA,NA,87.6,NA
Dipodomys_deserti,Dipodomys deserti,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Desert kangaroo rat,107.63,104.9,NA,50.88,51,NA,8.6,103.2,0.517,105.8,acceptable,116,103.2,NA,NA,NA,103.2,NA
Dipodomys_heermanni,Dipodomys heermanni,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Heermann's kangaroo rat,63.08,63.3,28.8,53.13,53,NA,8.3,99.6,0.408,63.3,acceptable,65,99.6,NA,NA,NA,64.2,NOC
Dipodomys_merriami,Dipodomys merriami,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Merriam's kangaroo rat,37.91,37,24,67.11,102,NA,9.7,116.4,0.246,37.6,acceptable,42,116.4,NA,NA,NA,70.2,NA
Dipodomys_ordii,Dipodomys ordii,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Ord's kangaroo rat,50.4,48.8,117.6,86.77,61,NA,9.9,118.8,0.339,47.8,acceptable,57,118.8,NA,NA,NA,118.2,NA
Dipodomys_spectabilis,Dipodomys spectabilis,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,Banner-tailed kangaroo rat,124.61,NA,36,310.33,310,NA,12.7,152.4,NA,NA,acceptable,145,152.4,NA,NA,NA,94.2,NA
Dipsosaurus_dorsalis,Dipsosaurus dorsalis,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,Desert iguana,NA,NA,NA,NA,974,974,14.6,175.2,0.0441,69.5,acceptable,69.5,175.2,NA,NA,NA,175.2,DIU
Dipturus_batis,Dipturus batis,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,"Blue skate, or Common skate",NA,NA,NA,NA,4015,4015,50,600,NA,NA,acceptable,53405,600,NA,NA,NA,600,NA
Dipturus_chilensis,Dipturus chilensis,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,Beaked skate,NA,NA,NA,NA,5110,NA,22.5,270,NA,NA,acceptable,NA,270,NA,NA,NA,270,NA
Dipturus_innominatus,Dipturus innominatus,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,New Zealand smooth skate,NA,NA,NA,NA,4745,2920,24,288,NA,NA,acceptable,NA,288,NA,NA,NA,288,NA
Dipturus_nasutus,Dipturus nasutus,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,New Zealand rough skate,NA,NA,NA,NA,2080,1460,9,108,NA,NA,acceptable,NA,108,NA,NA,NA,108,NA
Dipturus_pullopunctatus,Dipturus pullopunctatus,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,Slime skate,NA,NA,NA,NA,4562,NA,18,216,NA,NA,acceptable,NA,216,NA,NA,NA,216,NA
Dipturus_trachyderma,Dipturus trachyderma,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,Roughskin skate,NA,NA,NA,NA,6205,NA,26,312,NA,NA,acceptable,NA,312,NA,NA,NA,312,NA
Dispholidus_typus,Dispholidus typus,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,Boomslang,NA,NA,NA,NA,NA,NA,8.7,104.4,NA,NA,acceptable,NA,104.4,NA,NA,NA,104.4,DIU
Dissostichus_eleginoides,Dissostichus eleginoides,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,Patagonian toothfish,NA,NA,NA,NA,NA,NA,50,600,NA,NA,acceptable,NA,NA,NA,NA,NA,600,NA
Dissostichus_mawsoni,Dissostichus mawsoni,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,Antarctic toothfish,NA,NA,NA,NA,NA,NA,31,372,NA,NA,acceptable,44000,372,NA,NA,NA,372,NA
Distichodus_niloticus,Distichodus niloticus,Chordata,Actinopterygii,Characiformes,Citharinidae,Distichodus,Nile distichodus,NA,NA,NA,NA,NA,NA,7.5,90,NA,NA,acceptable,3410,90,NA,NA,NA,90,NA
Dobsonia_moluccensis,Dobsonia moluccensis,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,Moluccan naked-backed fruit bat,447.64,463.8,NA,714.83,715,NA,12.3,147.6,1.411,312.4,acceptable,430,147.6,NA,NA,NA,147.6,NA
Dolichonyx_oryzivorus,Dolichonyx oryzivorus,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx,Bobolink,NA,NA,NA,NA,365,365,9,108,NA,NA,acceptable,35,108,NA,NA,NA,108,DIU
Dolichotis_patagonum,Dolichotis patagonum,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis,Patagonian mara,8000,NA,168,216.03,158,183,14.4,172.8,NA,NA,high,12500,172.8,NA,NA,30.5,170.4,DIU
Dorcopsis_luctuosa,Dorcopsis luctuosa,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Gray dorcopsis,4939.56,NA,96,513.75,450,NA,13.9,166.8,NA,NA,acceptable,3570,166.8,7392,NA,21.3416,131.4,NA
Dorcopsis_muelleri,Dorcopsis muelleri,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Brown dorcopsis,5370.79,NA,91.2,NA,482,NA,12.4,148.8,NA,NA,acceptable,5000,148.8,5400,NA,21.1344,120,NA
Dorcopsulus_macleayi,Dorcopsulus macleayi,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,"Macleay's dorcopsis, or Papuan mountain wallaby",2780.54,NA,NA,NA,730,730,7.9,94.8,NA,NA,acceptable,2988,94.8,2500,NA,13.986,94.8,NA
Dorosoma_cepedianum,Dorosoma cepedianum,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,American gizzard shad,NA,NA,NA,NA,730,730,6,72,NA,NA,acceptable,1089,72,NA,NA,NA,72,NA
Dorosoma_petenense,Dorosoma petenense,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,Threadfin shad,NA,NA,NA,NA,730,730,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA
Dracaena_guianensis,Dracaena guianensis,Chordata,Reptilia,Squamata,Teiidae,Dracaena,Guyana caiman lizard,NA,NA,NA,NA,NA,NA,9.3,111.6,NA,NA,acceptable,NA,111.6,NA,NA,NA,111.6,NA
Dromaius_novaehollandiae,Dromaius novaehollandiae,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Emu,NA,NA,NA,NA,727,NA,16.6,199.2,NA,NA,acceptable,38925,199.2,38440,NA,NA,199.2,NA
Drosophila_melanogaster,Drosophila melanogaster,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Fruit fly,NA,NA,NA,NA,7,7,0.3,3.6,NA,NA,acceptable,NA,NA,NA,NA,NA,3.6,NA
Drymarchon_corais,Drymarchon corais,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,Indigo snake,NA,NA,NA,NA,NA,NA,25.9,310.8,NA,NA,acceptable,7118,310.8,NA,NA,NA,310.8,DIU
Drymodes_brunneopygia,Drymodes brunneopygia,Chordata,Aves,Passeriformes,Petroicidae,Drymodes,Southern scrub robin,NA,NA,NA,NA,NA,NA,9.7,116.4,NA,NA,acceptable,NA,NA,33.5,NA,0.9842,116.4,NA
Dryocopus_martius,Dryocopus martius,Chordata,Aves,Piciformes,Picidae,Dryocopus,Black woodpecker,NA,NA,NA,NA,365,365,14,168,NA,NA,acceptable,321,168,NA,NA,NA,168,DIU
Dryocopus_pileatus,Dryocopus pileatus,Chordata,Aves,Piciformes,Picidae,Dryocopus,Pileated woodpecker,NA,NA,NA,NA,354,365,13,156,NA,NA,acceptable,364,156,NA,NA,NA,156,NA
Dryomys_nitedula,Dryomys nitedula,Chordata,Mammalia,Rodentia,Gliridae,Dryomys,Forest dormouse,29.5,NA,48,NA,NA,NA,4.1,49.2,NA,NA,acceptable,26,49.2,NA,NA,NA,48.6,NA
Ducula_bicolor,Ducula bicolor,Chordata,Aves,Columbiformes,Columbidae,Ducula,Pied imperial pigeon,NA,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,NA,NA,NA,NA,NA,168,NA
Dugong_dugon,Dugong dugon,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Dugong,295000,NA,840,3775.76,3470,3470,73,876,NA,NA,acceptable,360000,876,NA,NA,NA,858,NOC
Dumetella_carolinensis,Dumetella carolinensis,Chordata,Aves,Passeriformes,Mimidae,Dumetella,Gray catbird,NA,NA,NA,NA,365,365,17.9,214.8,NA,NA,acceptable,34.5,214.8,33,NA,1.412,214.8,DIU
Echinops_telfairi,Echinops telfairi,Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,Lesser hedgehog tenrec,152.25,116.4,156,278.42,365,365,19,228,0.75,116.4,acceptable,180,228,87.5,NA,0.62,192,NOC
Echis_carinatus,Echis carinatus,Chordata,Reptilia,Squamata,Viperidae,Echis,Saw-scaled viper,NA,NA,NA,NA,NA,NA,23.8,285.6,NA,NA,acceptable,142,285.6,NA,NA,NA,285.6,NOC
Echis_coloratus,Echis coloratus,Chordata,Reptilia,Squamata,Viperidae,Echis,Palestine saw-scaled viper,NA,NA,NA,NA,NA,NA,28.3,339.6,NA,NA,acceptable,NA,339.6,NA,NA,NA,339.6,NA
Echymipera_rufescens,Echymipera rufescens,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Long-nosed echymipera,1051.48,836,34.8,NA,NA,NA,3.1,37.2,2.255,886.6,acceptable,1250,37.2,798,NA,3.86428,36,NA
Eclectus_roratus,Eclectus roratus,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus parrot,NA,NA,NA,NA,NA,NA,28.5,342,NA,NA,acceptable,440,342,507,NA,7.62496,342,NA
Egernia_cunninghami,Egernia cunninghami,Chordata,Reptilia,Squamata,Scincidae,Egernia,Cunningham's skink,NA,NA,NA,NA,NA,NA,26.5,318,NA,NA,acceptable,262.64,318,NA,NA,NA,318,NA
Egernia_hosmeri,Egernia hosmeri,Chordata,Reptilia,Squamata,Scincidae,Egernia,Hosmer's skink,NA,NA,NA,NA,NA,NA,24.5,294,NA,NA,acceptable,NA,294,NA,NA,NA,294,NA
Egernia_luctuosa,Egernia luctuosa,Chordata,Reptilia,Squamata,Scincidae,Egernia,Mourning skink,NA,NA,NA,NA,NA,NA,18.2,218.4,NA,NA,acceptable,NA,218.4,NA,NA,NA,218.4,NA
Egernia_stokesii,Egernia stokesii,Chordata,Reptilia,Squamata,Scincidae,Egernia,Gidgee skink,NA,NA,NA,NA,NA,NA,18.2,218.4,NA,NA,acceptable,198.76,218.4,NA,NA,NA,218.4,NA
Egretta_caerulea,Egretta caerulea,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Little blue heron,NA,NA,NA,NA,365,365,13.9,166.8,NA,NA,acceptable,339.5,166.8,NA,NA,NA,166.8,NA
Egretta_garzetta,Egretta garzetta,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Little egret,NA,NA,NA,NA,365,365,22.3,267.6,NA,NA,acceptable,312,267.6,NA,NA,NA,267.6,NA
Egretta_rufescens,Egretta rufescens,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Reddish egret,NA,NA,NA,NA,1461,1461,22,264,NA,NA,acceptable,614,264,NA,NA,NA,264,NA
Egretta_sacra,Egretta sacra,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Pacific reef heron,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,NA,NA,NA,NA,NA,180,NA
Egretta_thula,Egretta thula,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Snowy egret,NA,NA,NA,NA,365,365,22.8,273.6,NA,NA,acceptable,314,273.6,NA,NA,NA,273.6,NA
Egretta_tricolor,Egretta tricolor,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Tricolored heron,NA,NA,NA,NA,669,669,17.7,212.4,NA,NA,acceptable,309.9,212.4,NA,NA,NA,212.4,NA
Eidolon_helvum,Eidolon helvum,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,Straw-colored fruit bat,254.61,NA,261.99,NA,NA,NA,21.8,261.6,NA,NA,acceptable,306.25,261.6,NA,NA,NA,261.795,NOC
Eira_barbara,Eira barbara,Chordata,Mammalia,Carnivora,Mustelidae,Eira,Tayra,4134.99,4135,216,766.15,700,183,22.3,267.6,6.811,2950,acceptable,4500,267.6,2000,NA,44.2,241.8,NA
Elaenia_martinica,Elaenia martinica,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,Caribbean elaenia,NA,NA,NA,NA,NA,NA,13.6,163.2,NA,NA,acceptable,20.9,163.2,NA,NA,NA,163.2,NA
Elanus_axillaris,Elanus axillaris,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Black-shouldered kite,NA,NA,NA,NA,NA,NA,3.5,42,NA,NA,acceptable,NA,NA,260.5,NA,3.49132,42,NA
Elanus_caeruleus,Elanus caeruleus,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Black-winged kite,NA,NA,NA,NA,363,NA,6,72,NA,NA,acceptable,260.5,72,NA,NA,NA,72,NA
Elanus_leucurus,Elanus leucurus,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,White-tailed kite,NA,NA,NA,NA,727,NA,6,72,NA,NA,acceptable,280,72,NA,NA,NA,72,NA
Elaphe_bairdi,Elaphe bairdi,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Baird's rat snake,NA,NA,NA,NA,NA,NA,16.3,195.6,NA,NA,acceptable,NA,195.6,NA,NA,NA,195.6,NA
Elaphe_climacophora,Elaphe climacophora,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Japanese rat snake,NA,NA,NA,NA,NA,NA,13.1,157.2,NA,NA,acceptable,NA,157.2,NA,NA,NA,157.2,NA
Elaphe_flavirufa,Elaphe flavirufa,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Yellow-red/tropical rat snake,NA,NA,NA,NA,NA,NA,16.3,195.6,NA,NA,acceptable,NA,195.6,NA,NA,NA,195.6,NA
Elaphe_guttata,Elaphe guttata,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Corn snake,NA,NA,NA,NA,600,600,32.3,387.6,NA,NA,high,900,387.6,NA,NA,NA,387.6,NA
Elaphe_helena,Elaphe helena,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Trinket snake,NA,NA,NA,NA,730,730,15,180,NA,NA,acceptable,NA,180,NA,NA,NA,180,NA
Elaphe_moellendorffi,Elaphe moellendorffi,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Red-headed rat snake,NA,NA,NA,NA,NA,NA,21.1,253.2,NA,NA,acceptable,NA,253.2,NA,NA,NA,253.2,NA
Elaphe_obsoleta,Elaphe obsoleta,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Black rat snake,NA,NA,NA,NA,1460,1460,33.9,406.8,NA,NA,acceptable,NA,406.8,NA,NA,NA,406.8,NA
Elaphe_quadrivirgata,Elaphe quadrivirgata,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Japanese four-lined ratsnake,NA,NA,NA,NA,1460,1460,16.8,201.6,NA,NA,acceptable,6561,201.6,NA,NA,NA,201.6,NA
Elaphe_schrenckii,Elaphe schrenckii,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Russian ratsnake,NA,NA,NA,NA,NA,NA,13.7,164.4,NA,NA,acceptable,NA,164.4,NA,NA,NA,164.4,NA
Elaphe_situla,Elaphe situla,Chordata,Reptilia,Squamata,Colubridae,Elaphe,European leopard snake,NA,NA,NA,NA,NA,NA,23,276,NA,NA,acceptable,NA,276,NA,NA,NA,276,NA
Elaphe_taeniura,Elaphe taeniura,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Taipan beauty snake,NA,NA,NA,NA,NA,NA,11.6,139.2,NA,NA,acceptable,NA,139.2,NA,NA,NA,139.2,NA
Elaphe_vulpina,Elaphe vulpina,Chordata,Reptilia,Squamata,Colubridae,Elaphe,Eastern fox snake,NA,NA,NA,NA,NA,NA,17,204,NA,NA,acceptable,NA,204,NA,NA,NA,204,NA
Elaphodus_cephalophus,Elaphodus cephalophus,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus,Tufted deer,23087.87,NA,NA,631.37,639,730,22.7,272.4,NA,NA,acceptable,33500,272.4,NA,NA,NA,272.4,NA
Elaphurus_davidianus,Elaphurus davidianus,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphurus,Pere David's deer,165989.17,NA,279.6,NA,821,1186,27.5,330,NA,NA,high,186500,330,NA,NA,NA,304.8,NA
Elapsoidea_sundevallii,Elapsoidea sundevallii,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,Sundevall's garter sanke,NA,NA,NA,NA,NA,NA,11.6,139.2,NA,NA,acceptable,NA,139.2,NA,NA,NA,139.2,NA
Elassoma_zonatum,Elassoma zonatum,Chordata,Actinopterygii,Perciformes,Elassomatidae,Elassoma,Banded pygmy sunfish,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Electrona_risso,Electrona risso,Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,Chubby flashlightfish,NA,NA,NA,NA,NA,NA,1,12,NA,NA,acceptable,NA,12,NA,NA,NA,12,NA
Electrophorus_electricus,Electrophorus electricus,Chordata,Teleostei,Gymnotiformes,Electrophoridae,Electrophorus,Electric eel,NA,NA,NA,NA,NA,NA,12.6,151.2,NA,NA,acceptable,NA,151.2,NA,NA,NA,151.2,NA
Eleginus_gracilis,Eleginus gracilis,Chordata,Teleostei,Gadiformes,Gadidae,Eleginus,Saffron cod,NA,NA,NA,NA,912,912,12,144,NA,NA,acceptable,605,144,NA,NA,NA,144,NA
Elephantulus_intufi,Elephantulus intufi,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,"Bushveld elephant shrew, or Long-eared elephant shrew",48.9,46.5,105.6,251.19,335,183,9.3,111.6,0.29,46.5,acceptable,52,111.6,46.49,0.288883694,NA,108.6,NA
Elephantulus_rozeti,Elephantulus rozeti,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,North African elephant shrew,43.07,NA,36,NA,NA,NA,7.2,86.4,0.288,49,acceptable,48,86.4,45.31,0.265566944,NA,61.2,NA
Elephantulus_rufescens,Elephantulus rufescens,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Rufous elephant shrew,52.78,53,72,61.87,50,50,7.9,94.8,0.317,53,acceptable,58,94.8,53,0.315938889,NA,83.4,DIU
Elephas_maximus,Elephas maximus,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Asiatic elephant,3269794.34,NA,960,4014.43,3287,3287,79.6,955.2,2336.5,3672000,acceptable,3178000,786,NA,NA,NA,957.6,DIU
Elgaria_kingii,Elgaria kingii,Chordata,Reptilia,Squamata,Anguidae,Elgaria,Madrean alligator lizard,NA,NA,NA,NA,NA,NA,12.3,147.6,NA,NA,acceptable,10,147.6,NA,NA,NA,147.6,DIU
Elgaria_multicarinata,Elgaria multicarinata,Chordata,Reptilia,Squamata,Anguidae,Elgaria,Southern alligator lizard,NA,NA,NA,NA,NA,NA,9.8,117.6,0.0132,31.5,acceptable,31.5,117.6,NA,NA,NA,117.6,DIU
Eliomys_melanurus,Eliomys melanurus,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,Asian garden dormouse,100.36,NA,NA,NA,548,365,6.2,74.4,NA,NA,acceptable,122.5,74.4,NA,NA,NA,74.4,NA
Eliomys_quercinus,Eliomys quercinus,Chordata,Mammalia,Rodentia,Gliridae,Eliomys,Garden dormouse,114.61,NA,66,566.36,365,365,5.5,66,NA,NA,acceptable,82.5,66,NA,NA,NA,66,NA
Ellobius_talpinus,Ellobius talpinus,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius,Northern mole vole,40,NA,NA,91.53,94,NA,6.4,76.8,NA,NA,acceptable,40,60,NA,NA,NA,76.8,NA
Elseya_dentata,Elseya dentata,Chordata,Reptilia,Testudines,Chelidae,Elseya,Northern Australian snapping turtle,NA,NA,NA,NA,NA,NA,21.8,261.6,NA,NA,acceptable,4295,261.6,NA,NA,NA,261.6,NA
Emberiza_aureola,Emberiza aureola,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Yellow-breasted bunting,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,19.6,84,NA,NA,NA,84,NA
Emberiza_calandra,Emberiza calandra,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Corn bunting,NA,NA,NA,NA,365,365,10.6,127.2,NA,NA,acceptable,48.8,127.2,NA,NA,NA,127.2,NA
Emberiza_cirlus,Emberiza cirlus,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Cirl bunting,NA,NA,NA,NA,365,365,6.1,73.2,NA,NA,acceptable,25.6,73.2,NA,NA,NA,73.2,NA
Emberiza_citrinella,Emberiza citrinella,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Yellowhammer,NA,NA,NA,NA,365,365,13.2,158.4,0.436,26.8,acceptable,29.7,158.4,NA,NA,NA,158.4,DIU
Emberiza_hortulana,Emberiza hortulana,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Ortolan bunting,NA,NA,NA,NA,NA,NA,6.8,81.6,0.407,27,acceptable,19.9,81.6,NA,NA,NA,81.6,DIU
Emberiza_melanocephala,Emberiza melanocephala,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Black-headed bunting,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,28.4,132,NA,NA,NA,132,NA
Emberiza_schoeniclus,Emberiza schoeniclus,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Reed bunting,NA,NA,NA,NA,365,365,12.2,146.4,0.3,17.6,acceptable,18.4,146.4,NA,NA,NA,146.4,DIU
Embiotoca_jacksoni,Embiotoca jacksoni,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Black perch,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,385,120,NA,NA,NA,120,NA
Empidonax_alnorum,Empidonax alnorum,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Alder flycatcher,NA,NA,NA,NA,365,365,9.1,109.2,NA,NA,acceptable,13.5,109.2,NA,NA,NA,109.2,NA
Empidonax_difficilis,Empidonax difficilis,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Pacific-slope flycatcher,NA,NA,NA,NA,365,365,6.9,82.8,NA,NA,acceptable,11,82.8,NA,NA,NA,82.8,NA
Empidonax_hammondii,Empidonax hammondii,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Hammond's flycatcher,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,10.4,84,NA,NA,NA,84,NA
Empidonax_minimus,Empidonax minimus,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Least flycatcher,NA,NA,NA,NA,365,365,8,96,NA,NA,acceptable,10,96,NA,NA,NA,96,DIU
